hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
640209940164344,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,3,32,1.0,1,42,2,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,2150.0,1485.0,1.0,,2.0,,,10581.9043,2872.5944,0,0,0.0,0.0,0,0,62057,2,,,4.0,,,,2904.5025,2670.0,8965.0,-1,,,,,,,141447.0,2013,639,636,0,0,0,0,0,15.0,21.0,6.0,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,3,34,1.0,1,41,2,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1000.0,430.0,1.0,,2.0,,,17565.9636,4151.7479,0,0,1.0,1.0,0,42,62446,2,,,3.0,,,,4298.8728,2670.0,1550.0,-1,,,,,,,141226.0,2014,651,636,0,0,0,0,0,14.0,4.0,6.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209943730373,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,129,2.0,1.0,,5,1,44,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,2.0,,,12413.7528,3070.616,3,2,0.0,,0,42,62111,1,,,,,,3.0,3095.4195,3670.0,2630.0,-1,,,,,,,141448.0,2013,639,636,0,0,1,0,0,18.0,9.0,10.0,2013,1.0,1,8,2,9100,91001,1,,38300,129,2.0,1.0,,5,1,45,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2000.0,2.0,2.0,2.0,,,11589.9511,2925.5095,10,2,0.0,,0,0,20210,1,1.0,,,,,,2910.3588,3570.0,1460.0,-1,,,,,,,141227.0,2014,651,636,0,0,1,1,0,12.0,4.0,10.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209943730373,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,129,2.0,1.0,,5,3,42,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,18.0,,12.0,,,18.0,,,7.0,5.0,0.0,1,2.0,,1.0,1500.0,270.0,2.0,2.0,2.0,,,11098.7772,2700.4107,3,2,0.0,0.0,0,0,62111,2,,,,2.0,,,2724.6185,8090.0,3600.0,-1,,,,,,,141449.0,2013,639,636,0,0,1,0,0,16.0,11.0,42.0,2013,1.0,1,8,2,9100,91001,1,,38300,129,2.0,1.0,,5,3,43,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,18.0,,,7.0,5.0,0.0,1,2.0,1.0,1.0,1300.0,384.61,2.0,2.0,2.0,,,12739.1577,3200.2647,10,2,0.0,0.0,0,0,20210,2,1.0,,,,,,3224.6591,8370.0,2010.0,-1,,,,,,,141228.0,2014,651,636,0,0,1,1,0,12.0,6.0,43.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209958214076,4,1.0,6,4,2,9100,91001,1,1,23,42,37980,91,2.0,1.0,,7,2,52,,1,43,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,82.0,2.0,11.0,4.0,0.0,2,,,,,,,,2.0,,,11458.2084,2861.309,0,0,,,0,0,56694,1,,,,1.0,2.0,,2706.7013,7370.0,2630.0,-1,,,,,,,141452.0,2013,639,636,0,0,0,0,0,17.0,9.0,36.0,2013,1.0,6,8,2,9100,91001,1,,37980,91,2.0,1.0,,7,2,53,,1,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,33.0,,33.0,,,22.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,450.0,2.0,2.0,2.0,,,11896.001,2991.3957,0,0,0.0,,0,0,62505,1,,,,2.0,,,2987.2112,7370.0,2630.0,-1,,,,,,,141231.0,2014,651,636,0,0,0,0,0,16.0,9.0,36.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209994691370,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,1,56,2.0,2,37,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,7.0,,,,1.0,,,2,,,,,,,,,,,10770.7455,2773.2624,0,0,,,0,0,31623,1,,,,,,,2777.2609,,,-1,,,,,,,141453.0,2013,639,636,0,0,0,0,0,11.0,,,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,1,57,2.0,2,37,1,,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12895.2192,3094.9403,0,0,,,0,0,55847,1,,,,,,,3121.2016,,,-1,,,,,,,141232.0,2014,651,636,0,0,0,0,0,11.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
640209994691370,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,3,65,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,20.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,750.0,187.5,2.0,2.0,,,,10439.1338,2879.7058,0,0,0.0,0.0,0,0,31623,2,1.0,,,,,,2824.0704,4090.0,3930.0,-1,4.0,,,,,,141454.0,2013,639,636,0,0,0,0,0,12.0,12.0,21.0,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,3,66,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10630.7321,2651.1586,0,0,,,0,0,55847,2,1.0,,,,,,2650.7421,,,-1,,,,,,,141233.0,2014,651,636,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
720829090946079,4,1.0,1,4,2,9100,91001,1,1,23,42,42540,0,2.0,1.0,,4,1,57,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,2.0,1.0,1.0,1300.0,500.0,2.0,2.0,,,,11465.4042,2737.1801,0,0,0.0,0.0,0,0,6589,1,1.0,,,,,,2738.6172,8190.0,5860.0,-1,,,,,,,141468.0,2013,639,636,0,0,0,0,0,12.0,17.0,41.0,2013,1.0,1,8,2,9100,91001,1,,42540,0,2.0,1.0,,4,1,58,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,2.0,,1.0,1350.0,540.0,2.0,2.0,,,,12491.8584,3088.8182,0,0,0.0,0.0,0,0,10883,1,1.0,,,,,,3079.6455,8190.0,5860.0,-1,,,,,,,141244.0,2014,651,636,0,0,0,0,0,12.0,17.0,41.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
720829090946079,4,1.0,1,4,2,9100,91001,1,1,23,42,42540,0,2.0,1.0,,4,3,70,1.0,1,43,1,,2,1,2,1,2,57,57,128,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11433.5488,2807.4435,0,0,,,0,0,6589,2,,,,2.0,,,2814.0047,,,-1,4.0,5.0,,,,,141469.0,2013,639,636,0,0,0,0,0,16.0,,,2013,1.0,1,8,2,9100,91001,1,,42540,0,2.0,1.0,,4,3,70,1.0,1,43,1,,1,2,1,2,57,57,128,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12332.7638,3075.6219,0,0,,,0,0,10883,2,,,,1.0,1.0,,3075.1387,,,-1,4.0,5.0,,,,,141245.0,2014,651,636,0,0,0,0,0,18.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
724511046909599,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,125,2.0,1.0,,5,1,65,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,32.0,,32.0,,,23.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,825.0,438.46,2.0,2.0,,,,10439.1338,2879.7058,0,0,0.0,0.0,0,0,20297,1,1.0,,,,,,2824.0704,4690.0,9130.0,-1,4.0,,,,,,141472.0,2013,639,636,0,0,0,0,0,12.0,22.0,22.0,2013,2.0,1,8,2,9100,91001,1,,38300,125,2.0,1.0,,5,1,66,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,28.0,,28.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,800.0,224.0,2.0,2.0,,,,10139.2444,2651.1586,0,0,0.0,0.0,0,0,20208,1,1.0,,,,,,2592.0467,4690.0,9130.0,-1,4.0,,,,,,141250.0,2014,651,636,0,0,0,0,0,12.0,22.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
724511046909599,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,125,2.0,1.0,,5,3,64,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2300.0,920.0,2.0,2.0,,,,11536.9672,2818.3025,0,0,0.0,0.0,0,0,20297,2,,,5.0,,,,2807.2064,8270.0,3255.0,-1,,,,,,,141473.0,2013,639,636,0,0,0,0,0,16.0,10.0,42.0,2013,2.0,1,8,2,9100,91001,1,,38300,125,2.0,1.0,,5,3,65,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3450.0,1380.0,2.0,2.0,,,,10713.9704,2855.4698,0,0,0.0,0.0,0,0,20208,2,,,,2.0,,,2777.2078,8270.0,3255.0,-1,,,,,,,141251.0,2014,651,636,0,0,0,0,0,16.0,10.0,42.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
764499639200983,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,0,2.0,1.0,,5,1,77,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11589.9143,2845.8382,0,0,,,0,0,16852,1,1.0,,,,,,2852.4891,,,-1,6.0,,,,,,141477.0,2013,639,636,0,0,0,0,0,12.0,,,2013,2.0,1,8,2,9100,91001,1,,38300,0,2.0,1.0,,5,1,78,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11683.5205,2913.7095,0,0,,,0,0,30190,1,1.0,,,,,,2913.2518,,,-1,6.0,,,,,,141255.0,2014,651,636,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
764499639200983,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,0,2.0,1.0,,5,3,74,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11605.1053,2956.6355,0,0,,,0,0,16852,2,,,2.0,,,,2948.2553,,,-1,,,,,,,141478.0,2013,639,636,0,0,0,0,0,13.0,,,2013,2.0,1,8,2,9100,91001,1,,38300,0,2.0,1.0,,5,3,75,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12741.9701,3184.8114,0,0,,,0,0,30190,2,,,2.0,,,,3178.4816,,,-1,,,,,,,141256.0,2014,651,636,0,0,0,0,0,13.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
820827093346609,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,1,69,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10929.0896,2784.4068,0,0,,,0,0,17133,1,1.0,,,,,,2776.5148,,,-1,,,,,,,141479.0,2013,639,636,0,0,0,0,0,12.0,,,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,1,70,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,10.0,,9.0,,,21.0,,,7.0,5.0,0.0,1,2.0,,1.0,1250.0,125.0,2.0,2.0,,,,12321.5011,3283.9063,0,0,0.0,0.0,0,0,24954,1,1.0,,,,,,3193.9017,8270.0,3600.0,-1,,,,,,,141257.0,2014,651,636,0,0,0,0,0,12.0,11.0,42.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
820827093346609,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,3,73,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11433.5488,2807.4435,0,0,,,0,0,17133,2,1.0,,,,,,2814.0047,,,-1,,,,,,,141480.0,2013,639,636,0,0,0,0,0,12.0,,,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,3,73,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12332.7638,3075.6219,0,0,,,0,0,24954,2,1.0,,,,,,3075.1387,7080.0,9130.0,-1,,,,,,,141258.0,2014,651,636,0,0,0,0,0,12.0,22.0,35.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
822839660069407,4,1.0,7,4,2,9100,91001,1,1,23,42,38300,129,2.0,1.0,,5,2,27,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,52.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,2.0,,,12010.6682,2921.5186,0,0,0.0,,0,0,42492,1,,,,,,3.0,2989.165,8190.0,3258.0,3258,,,,,,,141496.0,2013,639,636,0,0,0,0,0,18.0,10.0,41.0,2013,1.0,7,8,2,9100,91001,1,,38300,129,2.0,1.0,,5,2,28,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,5.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,2.0,,,14639.293,3741.3481,0,0,0.0,,0,0,5978,1,,,,,,3.0,3754.6854,8190.0,3258.0,-1,,,,,,,141272.0,2014,651,636,0,0,0,0,0,18.0,10.0,41.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
822869560869404,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,1,46,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,2.0,,,12418.3135,3144.6783,4,1,,,0,0,2967,1,,,,2.0,,,3202.09,5070.0,4700.0,-1,,,,,,,141497.0,2013,639,636,0,0,0,1,0,16.0,16.0,22.0,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,1,47,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,36.0,,36.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2115.38,2.0,2.0,2.0,,,13349.9124,3413.7897,4,1,0.0,,0,0,5886,1,,,,2.0,,,3401.0332,5070.0,3050.0,-1,,,,,,,141274.0,2014,651,636,0,0,0,1,0,16.0,10.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
824904056909392,4,1.0,7,4,2,9100,91001,1,1,23,42,37980,29,2.0,1.0,,7,2,80,,2,39,1,,1,0,0,3,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11651.7717,2968.5247,0,0,,,0,0,34056,1,1.0,,,,,,2960.1108,,,-1,,,,,,,141500.0,2013,639,636,0,0,0,0,0,12.0,,,2013,1.0,7,8,2,9100,91001,1,,37980,29,2.0,1.0,,7,2,85,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12201.7178,3049.7772,0,0,,,0,0,10846,1,1.0,,,,,,3043.7158,,,-1,,,,,,,141277.0,2014,651,636,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
852229360619400,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,91,2.0,1.0,,7,3,30,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,64.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1865.38,2.0,2.0,2.0,,,12447.6934,3037.3191,0,0,0.0,,0,0,17113,2,,,,2.0,,,3059.0485,2190.0,20.0,-1,,,,,,,141503.0,2013,639,636,0,0,0,0,0,16.0,1.0,19.0,2013,1.0,1,8,2,9100,91001,1,,37980,91,2.0,1.0,,7,3,31,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.07,2.0,2.0,2.0,,,13216.245,3233.9975,0,0,0.0,,0,0,10887,2,,,,2.0,,,3269.5786,2190.0,430.0,-1,,,,,,,141280.0,2014,651,636,0,0,0,0,0,16.0,1.0,19.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
852419760819402,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,45,2.0,1.0,,7,3,31,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,13.0,1.0,,,13.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,2.0,,,11393.2963,2830.7168,1,1,0.0,,0,0,60017,2,,,,2.0,,,2835.516,6480.0,50.0,-1,,,,,,,141505.0,2013,639,636,1,0,0,0,1,16.0,1.0,25.0,2013,1.0,1,8,2,9100,91001,1,,37980,45,2.0,1.0,,7,3,31,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,15.0,,,6.0,4.0,0.0,1,2.0,,1.0,900.0,270.0,2.0,2.0,2.0,,,13277.7009,3341.7363,1,1,0.0,0.0,0,0,41256,2,,,,2.0,,,3405.4643,4970.0,4720.0,-1,,,,,,,141282.0,2014,651,636,1,0,0,0,1,16.0,16.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
860826097846129,4,1.0,6,4,2,9100,91001,1,1,23,42,37980,17,2.0,1.0,,7,2,46,,1,39,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,17.0,2.0,11.0,4.0,0.0,2,,,,,,,,2.0,,,12296.076,2868.8949,0,0,,,0,0,2856,1,1.0,,,,,,2904.6256,6290.0,6355.0,-1,,,,,,,141507.0,2013,639,636,0,0,0,0,0,12.0,19.0,23.0,2013,1.0,6,8,2,9100,91001,1,,37980,17,2.0,1.0,,7,2,48,,1,39,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3250.0,1300.0,1.0,,2.0,,,11098.5438,2801.4696,0,0,0.0,0.0,0,0,71449,1,1.0,,,,,,2786.9613,770.0,6355.0,-1,,,,,,,141284.0,2014,651,636,0,0,0,0,0,12.0,19.0,4.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
882179660269408,4,2.0,7,4,2,9100,91001,1,1,23,42,37980,17,2.0,1.0,,7,2,71,,2,40,1,,2,0,0,4,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11184.4043,2849.4534,0,0,,,0,0,2855,2,,,3.0,,,,2841.377,,,-1,,,,,,,141516.0,2013,639,636,0,0,0,0,0,14.0,,,2013,2.0,7,8,2,9100,91001,1,,37980,17,2.0,1.0,,7,2,72,,2,40,1,,0,0,4,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12606.3087,3150.9033,0,0,,,0,0,59424,2,,,2.0,,,,3144.6409,,,-1,,,,,,,141288.0,2014,651,636,0,0,0,0,0,13.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
882639760029403,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,1,61,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,192.0,2.0,2.0,,,,12554.0412,3066.7579,0,0,1.0,,0,0,42448,1,1.0,,,,,,3054.6837,7270.0,2145.0,-1,,,,,,,141517.0,2013,639,636,0,0,0,0,0,12.0,7.0,36.0,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,1,62,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,576.0,2.0,2.0,,,,12128.7509,2993.8291,0,0,1.0,,0,0,59468,1,1.0,,,,,,2978.3854,7270.0,2145.0,-1,,,,,,,141289.0,2014,651,636,0,0,0,0,0,12.0,7.0,36.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
882639760029403,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,3,64,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,11078.6262,2757.9099,0,0,,,0,0,42448,2,1.0,,,,,,2787.2328,5470.0,4700.0,-1,4.0,,,,,,141518.0,2013,639,636,0,0,0,0,0,12.0,16.0,22.0,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,3,65,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,10626.5397,2645.9143,0,0,,,0,0,59468,2,1.0,,,,,,2586.9194,5470.0,4700.0,-1,4.0,,,,,,141290.0,2014,651,636,0,0,0,0,0,12.0,16.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
903022863469780,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,1,58,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,48.0,2.0,11.0,4.0,0.0,2,,,,,,,,,,,9937.3083,2737.1801,3,2,,,0,0,17132,1,,,,,,3.0,2763.6322,2670.0,136.0,-1,,,,,3.0,,141526.0,2013,639,636,0,0,1,0,0,18.0,1.0,6.0,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,1,59,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,60.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,769.0,2.0,2.0,,,,12491.8584,3088.8182,4,2,1.0,,0,0,24952,1,,,,,,3.0,3079.6455,3570.0,5360.0,-1,,,,,3.0,,141297.0,2014,651,636,0,0,0,1,0,18.0,17.0,10.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
903022863469780,4,1.0,1,4,2,9100,91001,1,1,23,42,10900,0,2.0,1.0,,4,3,51,1.0,1,43,1,4.0,2,1,2,1,2,373,373,134,4,0,15,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1192.3,2.0,2.0,2.0,,,10685.9697,2666.0692,3,2,0.0,,0,0,17132,2,,,,2.0,,,2655.5003,3190.0,800.0,-1,,,,,,,141527.0,2013,639,636,0,0,1,0,0,16.0,2.0,7.0,2013,1.0,1,8,2,9100,91001,1,,10900,0,2.0,1.0,,4,3,52,1.0,1,43,1,7.0,1,2,1,2,373,373,134,4,0,15,2.0,1.0,,40.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1442.0,2.0,2.0,2.0,,,12539.1851,3176.7523,4,2,1.0,,0,42,24952,2,,,,2.0,,,3148.7215,3390.0,300.0,-1,,,,,,,141298.0,2014,651,636,0,0,0,1,0,16.0,1.0,8.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
